periodo,valor
2018-12-13,13.35
2018-12-14,13.35
2018-12-17,13.35
2018-12-18,13.35
2018-12-19,13.35
2018-12-20,13.35
2018-12-21,13.35
2018-12-24,13.35
2018-12-25,13.35
2018-12-26,13.35
2018-12-27,13.35
2018-12-28,13.35
2018-12-29,13.35
2019-1-02,13.35
2019-1-03,13.35
2019-1-04,13.35
2019-1-07,13.25
2019-1-08,13.25
2019-1-09,13.25
2019-1-10,13.25
2019-1-11,13.25
2019-1-14,13.25
2019-1-15,13.25
2019-1-16,13.25
2019-1-17,13.25
2019-1-18,13.25
2019-1-21,13.25
2019-1-22,13.25
2019-1-23,13.25
2019-1-24,13.25
2019-1-25,13.25
2019-1-28,13.25
2019-1-29,13.25
2019-1-30,13.25
2019-1-31,13.25
2019-2-01,13.25
2019-2-11,13.25
2019-2-12,13.25
2019-2-13,13.25
2019-2-14,13.25
2019-2-15,13.35
2019-2-18,13.35
2019-2-19,13.35
2019-2-20,13.35
2019-2-21,13.35
2019-2-22,13.35
2019-2-25,13.35
2019-2-26,13.35
2019-2-27,13.35
2019-2-28,13.35
2019-3-01,13.25
2019-3-04,13.25
2019-3-05,13.25
2019-3-06,13.25
2019-3-07,13.25
2019-3-08,13.25
2019-3-11,13.25
2019-3-12,13.25
2019-3-13,13.25
2019-3-14,13.25
2019-3-15,13.25
2019-3-18,13.25
2019-3-19,13.25
2019-3-20,13.25
2019-3-21,13.25
2019-3-22,13.25
2019-3-25,13.25
2019-3-26,13.25
2019-3-27,13.25
2019-3-28,13.25
2019-3-29,13.25
2019-4-01,13.25
2019-4-02,13.25
2019-4-03,13.25
2019-4-04,13.25
2019-4-08,13.15
2019-4-09,13.15
2019-4-10,13.05
2019-4-11,13.05
2019-4-12,13.05
2019-4-15,13.05
2019-4-16,13.05
2019-4-17,13.05
2019-4-18,13.05
2019-4-19,13.05
2019-4-22,13.05
2019-4-23,13.05
2019-4-24,13.05
2019-4-25,13.05
2019-4-26,12.85
2019-4-28,12.85
2019-4-29,12.75
2019-4-30,12.75
2019-5-06,12.75
2019-5-07,12.75
2019-5-08,12.75
2019-5-09,12.75
2019-5-10,12.65
2019-5-13,12.65
2019-5-14,12.65
2019-5-15,12.45
2019-5-16,12.25
2019-5-17,12.25
2019-5-20,12.25
2019-5-21,12.25
2019-5-22,12.25
2019-5-23,12.05
2019-5-24,12.05
2019-5-27,12.05
2019-5-28,12.05
2019-5-29,12.05
2019-5-30,12.05
2019-5-31,12.05
2019-6-03,12.05
2019-6-04,12.05
2019-6-05,12.05
2019-6-06,12.05
2019-6-10,12.05
2019-6-11,11.85
2019-6-12,11.85
2019-6-13,11.85
2019-6-14,11.85
2019-6-17,11.85
2019-6-18,11.85
2019-6-19,11.85
2019-6-20,11.55
2019-6-21,11.25
2019-6-24,11.25
2019-6-25,11.25
2019-6-26,11.25
2019-6-27,11.25
2019-6-28,11.05
2019-7-01,11.05
2019-7-02,11.05
2019-7-03,11.05
2019-7-04,11.05
2019-7-05,11.05
2019-7-08,11.05
2019-7-09,11.05
2019-7-10,11.05
2019-7-11,11.05
2019-7-12,11.05
2019-7-15,11.05
2019-7-16,11.05
2019-7-17,11.05
2019-7-18,11.05
2019-7-19,11.05
2019-7-22,11.05
2019-7-23,10.85
2019-7-24,10.85
2019-7-25,10.85
2019-7-26,10.75
2019-7-29,10.75
2019-7-30,10.75
2019-7-31,10.55
2019-8-01,10.55
2019-8-02,10.55
2019-8-05,10.55
2019-8-06,10.55
2019-8-07,10.55
2019-8-08,10.55
2019-8-09,10.25
2019-8-12,10.05
2019-8-13,9.95
2019-8-14,9.95
2019-8-15,9.75
2019-8-16,9.75
2019-8-19,9.75
2019-8-20,9.75
2019-8-21,9.75
2019-8-22,9.55
2019-8-23,9.55
2019-8-26,9.55
2019-8-27,9.55
2019-8-28,9.55
2019-8-29,9.55
2019-8-30,9.55
2019-9-02,9.55
2019-9-03,9.55
2019-9-04,9.55
2019-9-05,9.55
2019-9-06,9.55
2019-9-09,9.55
2019-9-10,9.55
2019-9-11,9.55
2019-9-12,9.55
2019-9-16,9.55
2019-9-17,9.55
2019-9-18,9.55
2019-9-19,9.55
2019-9-20,9.55
2019-9-23,9.55
2019-9-24,9.45
2019-9-25,9.45
2019-9-26,9.45
2019-9-27,9.45
2019-10-08,9.45
2019-10-09,9.45
2019-10-10,9.45
2019-10-11,9.45
2019-10-12,9.45
2019-10-14,9.25
2019-10-15,9.15
2019-10-16,9.15
2019-10-17,9.15
2019-10-18,9.15
2019-10-21,9.15
2019-10-22,8.95
2019-10-23,8.85
2019-10-24,8.85
2019-10-25,8.85
2019-10-28,8.85
2019-10-29,8.85
2019-10-30,8.85
2019-10-31,8.85
2019-11-01,8.85
2019-11-04,8.85
2019-11-05,8.85
2019-11-06,8.85
2019-11-07,8.85
2019-11-08,8.85
2019-11-11,8.65
2019-11-12,8.65
2019-11-13,8.65
2019-11-14,8.65
2019-11-15,8.65
2019-11-18,8.65
2019-11-19,8.65
2019-11-20,8.65
2019-11-21,8.65
2019-11-22,8.65
2019-11-25,8.45
2019-11-26,8.45
2019-11-27,8.45
2019-11-28,8.45
2019-11-29,8.45
2019-12-02,8.45
2019-12-03,8.45
2019-12-04,8.45
2019-12-05,8.45
2019-12-06,8.45
2019-12-09,8.45
2019-12-10,8.45
2019-12-11,8.45
2019-12-12,8.45
2019-12-13,8.25
2019-12-16,8.05
2019-12-17,8.05
2019-12-18,7.95
2019-12-19,7.95
2019-12-20,7.95
2019-12-23,7.75
2019-12-24,7.75
2019-12-25,7.75
2019-12-26,7.75
2019-12-27,7.75
2019-12-30,7.75
2019-12-31,7.55
